source,path,classification,canonical_twin,rationale,evidence_relevance
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03/STAGE2_YEAR_SPLIT.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/BASELINE_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/CANONICAL_CANDIDATE_REGISTRY.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/COMMAND_LOG.txt,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/COST_MODEL_STAGE2.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/DATA_GAPS_FOR_STAGE3.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/DATA_INVENTORY_STAGE2.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/DO_NOT_INTEGRATE_YET.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/ERROR_AND_RECOVERY_LOG.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/EXECUTION_ASSUMPTIONS.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/fee_stress_report.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/FILES_CREATED.txt,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/generate_reports_stage2.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/git_status_after.txt,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/git_status_before.txt,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/INPUT_DISCOVERY.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/MTC_V2_STAGE2_READINESS.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/phase0_1_discovery.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/phase2_to_5.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/PORTFOLIO_COMBINATION_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/POSITION_TRADING_DATA_PLAN.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/POSITION_TRADING_RULE_SPECS.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/PRIOR_AGENT_CONFLICTS.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/README.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/regime_robustness_report.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/STAGE2_BACKTEST_HARNESS_NOTES.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/STAGE2_CLASSIFICATION.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/STAGE2_DATA_BLOCKED_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/STAGE2_DAY_TRADE_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/STAGE2_ELIGIBILITY_DECISION.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/STAGE2_FILTER_EXIT_SIZING_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/STAGE2_MASTER_RANKING.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/STAGE2_MASTER_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/STAGE2_NEXT_PROMPT_FOR_TOMORROW.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/STAGE2_POSITION_TRADING_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/stage2_prelim_results.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/STAGE2_RUN_LOG.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/STAGE2_STATE.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/STAGE2_SWING_TRADE_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/VALIDATION_CHECKLIST.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX/VALIDATION_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/ANTI_CHASE_FILTER_LAYERING.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/BASELINE_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/BASELINE_RESULTS.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/CANDIDATE_ALIAS_MAP.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/CANONICAL_CANDIDATE_REGISTRY.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/CANONICAL_CANDIDATE_REGISTRY.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/COMMAND_LOG.txt,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/COST_MODEL_STAGE2.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/DATA_GAPS_FOR_STAGE3.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/DATA_INVENTORY_STAGE2.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/DATA_INVENTORY_STAGE2.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/DO_NOT_INTEGRATE_YET.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/ERROR_AND_RECOVERY_LOG.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/EXECUTION_ASSUMPTIONS.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/fee_stress_report.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/fee_stress_results.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/FILES_CREATED.txt,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/git_status_after.txt,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/git_status_before.txt,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/INPUT_DISCOVERY.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/monte_carlo_report.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/monte_carlo_results.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/MTC_V2_STAGE2_MAPPING.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/MTC_V2_STAGE2_READINESS.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/parameter_grid_results.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/PORTFOLIO_COMBINATION_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/PORTFOLIO_COMBINATION_RESULTS.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/POSITION_TRADING_CANDIDATES_STAGE3.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/POSITION_TRADING_DATA_PLAN.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/POSITION_TRADING_RULE_SPECS.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/PRIOR_AGENT_CLAIM_MAP.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/PRIOR_AGENT_CONFLICTS.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/README.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/regime_robustness_report.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/run_stage2_codex.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_BACKTEST_HARNESS_NOTES.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_CLASSIFICATION.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_CLASSIFICATION.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_DATA_BLOCKED_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_DAY_TRADE_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_ELIGIBILITY_DECISION.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_FILTER_EXIT_SIZING_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/stage2_lib/__init__.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/stage2_lib/costs.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/stage2_lib/data_loader.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/stage2_lib/exits.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/stage2_lib/metrics.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/stage2_lib/reporting.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/stage2_lib/robustness.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/stage2_lib/validation.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/stage2_lib/walkforward.py,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_MASTER_RANKING.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_MASTER_RANKING.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_MASTER_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_NEXT_PROMPT_FOR_TOMORROW.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_POSITION_TRADING_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_RUN_LOG.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_STATE.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/STAGE2_SWING_TRADE_REPORT.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/strategies/BIGBELUGA/asset_results.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/strategies/BIGBELUGA/baseline_comparison.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/strategies/BIGBELUGA/config.json,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/strategies/BIGBELUGA/config.json.csv,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
TRACKED_FIXED_SHA,MTC_COMMAND_CENTER/03_QUANTLENS/research/stage2_robustness_2026_05_03_CODEX_20260503_232808/strategies/BIGBELUGA/exit_variant_report.md,EVIDENCE,,tracked path has a research/audit/evidence/parity marker,MEDIUM — research/data input whose provenance may matter
